Cafe_Id,Vicinity,Latitude,Longitude,Borough
192,"Unit 9, The I O Centre, Skeffington Street, London",51.4920267,0.0764839,Greenwich
193,"Thames-Side Studios Gallery, Harrington Way, Warspite Road, London",51.4946119,0.0448459,Greenwich
194,"16 Warwick Terrace, London",51.48180379999999,0.0836855,Greenwich
195,"Westminster Industrial Estate, 19 Bowater Road (unit 76 In, London",51.49396369999999,0.0421675,Greenwich
196,"91 Brick Lane, London",51.52093410000001,-0.0719882,Hackney
197,"287 Upper Street, London",51.5397504,-0.1022929,Hackney
198,"58 Redchurch Street, London",51.52440099999999,-0.0742603999999999,Hackney
199,"1 Graces Alley, London",51.51070129999999,-0.0668967,Hackney
200,"9 Eldon Street, Broadgate, London",51.518699,-0.084719,Hackney
201,"49-50 Saint John's Square, London",51.5230962,-0.1038718,Hackney
202,"134 Upper Street, London",51.5392687,-0.1025622,Hackney
203,"18-22 Ashwin Street, London",51.54694199999999,-0.0747723,Hackney
204,"31 Camden Passage, London",51.5350988,-0.103734,Hackney
205,"6 Gutter Lane, London",51.5155225,-0.0954193,Hackney
206,"120-124 Curtain Road, London",51.5259464,-0.0800521999999999,Hackney
207,"43-45 Rivington Street, London",51.52612739999999,-0.0814290999999999,Hackney
208,"352a Mare Street, London",51.5473541,-0.0546725999999999,Hackney
209,"384 Old Street, London",51.5271434,-0.0788825,Hackney
210,"11-13 Exmouth Market, London",51.52546299999999,-0.1100856,Hackney
211,"St. Margarets House Settlement, 21 Old Ford Road, Bethnal Green, London",51.52987400000001,-0.05447,Hackney
212,"119 Upper Street, London",51.5385288,-0.1026159,Hackney
213,"46 Cowcross Street, London",51.519943,-0.105043,Hackney
214,"37 Burdett Road, London",51.522864,-0.0339748999999999,Hackney
215,"134-136 Lexham Gardens, London",51.495723,-0.19496,Hammersmith and Fulham
216,"1-3 Kensington Court, London",51.50200719999999,-0.1866267,Hammersmith and Fulham
217,"350 King's Road, London",51.4847353,-0.1755033,Hammersmith and Fulham
218,London,51.50462700000001,-0.175073,Hammersmith and Fulham
219,"Kensington Palace Gardens, London",51.5065855,-0.1877335,Hammersmith and Fulham
220,"Dan Mason Drive, London",51.472398,-0.2634714,Hammersmith and Fulham
221,"La Piccola Deli Pasticceria, 270 Kensington High Street, London",51.4986294,-0.2008059,Hammersmith and Fulham
222,"133 Portobello Road, London",51.5140807,-0.2038636,Hammersmith and Fulham
223,"Bishop's Avenue, London",51.4707092,-0.2159675,Hammersmith and Fulham
224,"47 Old Brompton Road, London",51.4933004,-0.1754869,Hammersmith and Fulham
225,"26 Putney High Street, London",51.4652107,-0.2142387,Hammersmith and Fulham
226,"73 Blythe Road, London",51.497602,-0.2175909,Hammersmith and Fulham
227,"25 Gloucester Road, South Kensington, London",51.4981216,-0.1835399,Hammersmith and Fulham
228,"359 Fulham Palace Road, London",51.47506300000001,-0.21423,Hammersmith and Fulham
229,"15-17 Exhibition Road, London",51.4950084,-0.1736302,Hammersmith and Fulham
230,"73 Prince's Square, London",51.5129205,-0.1935085,Hammersmith and Fulham
231,"Dryburgh Road, London",51.46365619999999,-0.2286599,Hammersmith and Fulham
232,"88 Kensington High Street, London",51.5018036,-0.191723,Hammersmith and Fulham
233,"Watermead Way, London",51.5976247,-0.0502964,Haringey
234,"488 West Green Road, Duckett's Green, London",51.58778710000001,-0.099087,Haringey
235,"13 Clifton Terrace, London",51.5657146,-0.1085131,Haringey
236,"1 The Broadway, London",51.57886,-0.12408,Haringey
237,"66 Highgate High Street, London",51.57106,-0.14809,Haringey
238,"Unit 4a, Tottenham Hale Retail Park, Broad Lane, London",51.58753,-0.0611199999999999,Haringey
239,"22 Middle Lane, London",51.5812225,-0.1235522,Haringey
240,"159A Tottenham Lane, London",51.5818634,-0.12003,Haringey
241,"1 Hazellville Road, London",51.5695455,-0.1243871,Haringey
242,"1 Navigator Square, Archway, London",51.5659627,-0.1349262,Haringey
243,"Unit E, Tottenham Hale Retail Park, London",51.58758400000001,-0.063354,Haringey
244,"Unit 4C, The Arena Shopping Pa, London",51.576439,-0.097673,Haringey
245,"237 Muswell Hill Broadway, London",51.5915429,-0.1430246,Haringey
246,"5, Station Forecourt, Station Road, London, Edgware",51.6136876,-0.2755771999999999,Harrow
247,"153 Field End Road, Pinner",51.578639,-0.399112,Harrow
248,"Unit 2, 67-70 Station Road, Edgware",51.61307679999999,-0.2772073,Harrow
249,"250 / 252 Northolt Road, South Harrow, Harrow",51.5641,-0.354526,Harrow
250,"238 Imperial Drive, Harrow",51.5761555,-0.3702117,Harrow
251,"343 High Road, Harrow",51.6039171,-0.339743,Harrow
252,"284B Station Road, Harrow",51.58203409999999,-0.3324514,Harrow
253,"24-26 Church Road, Stanmore",51.6172742,-0.3120828,Harrow
254,"2, Tesco, Harrow",51.58589,-0.33413,Harrow
255,"38-40 High Street, Harrow",51.5943109,-0.3348485,Harrow
256,"Ground Floor, Bruce House, Lower, Sovereign Place, Harrow",51.5850435,-0.3310073,Harrow
257,"112-114, Wealdstone, High Street, Harrow",51.5966,-0.335204,Harrow
258,"76-80 St Anns Road, Harrow",51.58231,-0.3366599999999999,Harrow
259,"St Georges Shopping Centre St Ann's Road, Harrow",51.5815078,-0.3393113,Harrow
260,"Square 1, Bond Apartments, College Road, Harrow",51.5799485,-0.3357646,Harrow
261,"College Road, Harrow",51.58003069999999,-0.3374615,Harrow
262,"on the Hill Station, Station Approach, Harrow",51.579555,-0.3368828,Harrow
263,"Pinner View, Harrow",51.59404749999999,-0.354366,Harrow
264,"8 Warwick Parade Kenton Lane, Harrow",51.60069999999999,-0.3180999999999999,Harrow
265,"Bryant Avenue, Romford",51.5936,0.21781,Havering
266,"197 Ardleigh Green Road, Hornchurch",51.5841228,0.22022,Havering
267,"Eastern Avenue East, Romford",51.59127179999999,0.1790432,Havering
268,"83 Main Road, Romford",51.586734,0.200045,Havering
269,"132 Hornchurch Road, Hornchurch",51.5650117,0.2036263,Havering
270,"NEXT, Gallows Corner, Gallows Corner Retail Park, Colchester Road, Romford",51.592862,0.215658,Havering
271,"302, The chimes shopping centre, Uxbridge",51.5450527,-0.4756154,Hillingdon
272,"95 Slough Road, Iver",51.5373325,-0.5156964999999999,Hillingdon
273,"100 - 102 High Street, Ruislip",51.57409999999999,-0.424681,Hillingdon
274,"51-52 High Street, Uxbridge",51.547418,-0.48107,Hillingdon
275,"The Pavilions Shopping Centre, Grainge's Yard, Uxbridge",51.5460697,-0.4808929,Hillingdon
276,"105 Hillingdon Hill, Uxbridge",51.53536219999999,-0.4608473,Hillingdon
277,"148-152 High Street, Uxbridge",51.5467867,-0.4799914,Hillingdon
278,"30 High Street, Uxbridge",51.52251219999999,-0.4812015000000001,Hillingdon
279,"185-186, The chimes shopping centre, Uxbridge",51.545424,-0.4766446,Hillingdon
280,"5th, The Charter Building, Vine Street, Uxbridge",51.5449865,-0.4793672,Hillingdon
281,"High Street, Uxbridge",51.545742,-0.478584,Hillingdon
282,"The Charter Building, Charter Place, Uxbridge",51.54548200000001,-0.47927,Hillingdon
283,"172 High Street, Uxbridge",51.546606,-0.4781420000000001,Hillingdon
284,"61 Belmont Road, Uxbridge",51.54836719999999,-0.4778184000000001,Hillingdon
285,"Brunel University London, Kingston Lane, Uxbridge",51.5328974,-0.4735067000000001,Hillingdon
286,"95 Oxford Road, Denham, Uxbridge",51.5561294,-0.4913555000000001,Hillingdon
287,"25 Swakeleys Road, Ickenham, Uxbridge",51.56463220000001,-0.4453297,Hillingdon
288,"Trout Road, West Drayton",51.515678,-0.477281,Hillingdon
289,"Oxford Road, Uxbridge",51.56826520000001,-0.5047423000000001,Hillingdon
290,"High Street, Iver",51.5201824,-0.505983,Hillingdon
291,"3 Water Lane, Richmond",51.4592363,-0.3070303999999999,Hounslow
292,"9-11 Church Street, Twickenham",51.4469808,-0.3265452,Hounslow
293,"Tilley Road, Feltham",51.44573,-0.4115,Hounslow
294,"36 The Centre, Feltham",51.4464,-0.410527,Hounslow
295,"Market Parade, 11 Hampton Road West, Hanworth, Feltham",51.4402074,-0.3869331999999999,Hounslow
296,"Sixth Cross Road, Twickenham",51.4354405,-0.3518239,Hounslow
297,"1-3 Hill Rise, Richmond",51.4580509,-0.3054919,Hounslow
298,"241 High Street, Hounslow",51.46842,-0.3637400000000001,Hounslow
299,"110 Kew Road, Richmond",51.4664059,-0.2974021000000001,Hounslow
300,"26-28 London Road, Twickenham",51.447705,-0.328678,Hounslow
301,"531 Staines Road, Hounslow",51.46276229999999,-0.389633,Hounslow
302,"37B High Street, Twickenham",51.4519645,-0.3577604,Hounslow
303,"High Street, Hounslow",51.46784390000001,-0.3629304,Hounslow
304,"Unit 5, The Blenheim Centre, Prince Regent Road, Hounslow",51.4706512,-0.3630229,Hounslow
305,"481 Great West Road, Hounslow",51.4788863,-0.3617814,Hounslow
306,"481 Great West Road, Hounslow",51.47901999999999,-0.36188,Hounslow
307,"231 High Street, Hounslow",51.46853489999999,-0.3631513,Hounslow
308,"The Brunswick Centre, London",51.5241103,-0.1231058,Islington
309,"33 D'Arblay Street, London",51.51474080000001,-0.135402,Islington
310,"61 Great Titchfield Street, London",51.5187857,-0.1408642,Islington
311,"13 - 25 Church Street, London",51.5241255,-0.1688334,Kensington and Chelsea
312,"38 Curzon Street, London",51.5065673,-0.1479457,Kensington and Chelsea
313,"20 Sherwood Street, London",51.5105561,-0.1355974,Kensington and Chelsea
314,"Unit 5 (1st Floor above WHSmith), Victoria Station Concourse, London",51.49507699999999,-0.1443459,Kensington and Chelsea
315,"Hampton Court Way, East Molesey",51.401305,-0.3433674,Kingston upon Thames
316,"The Rotunda, Clarence Street, Kingston upon Thames",51.41171809999999,-0.299275,Kingston upon Thames
317,"Richmond Park, Richmond",51.4424628,-0.294509,Kingston upon Thames
318,"35 Cambridge Road, Kingston upon Thames",51.4098927,-0.2889544000000001,Kingston upon Thames
319,"123 High Street, New Malden",51.4001312,-0.2558116,Kingston upon Thames
320,"Lower Ham Road, Kingston upon Thames",51.42685909999999,-0.3091662,Kingston upon Thames
321,"6A, Food for Thought, 7 apple Market, Kingston upon Thames",51.4092498,-0.3058121,Kingston upon Thames
322,"Beverley Way, New Malden",51.4042459,-0.2430694,Kingston upon Thames
323,"The Bentall Centre, Wood Street, Kingston upon Thames",51.41165929999999,-0.3038992999999999,Kingston upon Thames
324,"59-67 Broad Street, Teddington",51.4261212,-0.3370183,Kingston upon Thames
325,"27 Victoria Road, Surbiton",51.39247999999999,-0.306664,Kingston upon Thames
326,"60 Surbiton Road, Kingston upon Thames",51.40130779999999,-0.3041792,Kingston upon Thames
327,"Unit L15, The Bentall Centre, Wood Street, Kingston upon Thames",51.41198499999999,-0.3044009999999999,Kingston upon Thames
328,"7 Saint Mark's Hill, Surbiton",51.3935299,-0.3030871000000001,Kingston upon Thames
329,"159A King's Road, Kingston upon Thames",51.418644,-0.296785,Kingston upon Thames
330,"High Street, Hampton",51.41846719999999,-0.3579816999999999,Kingston upon Thames
331,"53 High Street, Thames Ditton",51.39107079999999,-0.3324529,Kingston upon Thames
332,"30B Fife Road, Kingston upon Thames",51.4116781,-0.3029431,Kingston upon Thames
333,"Smith Square, London",51.4959978,-0.1270108,Lambeth
334,"204 Lavender Hill, London",51.465371,-0.164962,Lambeth
335,"10 Bridge Street, London",51.5011626,-0.1256042,Lambeth
336,"47-49 High Road, London",51.4321656,-0.1286103,Lambeth
337,London,51.44606219999999,-0.0863288999999999,Lambeth
338,"389 Coldharbour Lane, London",51.46172189999999,-0.1118848,Lambeth
339,"48 Lower Marsh, London",51.5015329,-0.1108987,Lambeth
340,"472-488 Brixton Road, London",51.46257139999999,-0.1153399,Lambeth
341,"the lido cafe, Dulwich Road, London",51.4532779,-0.1060916,Lambeth
342,"Tooting Bec Road, London",51.4318299,-0.1391134,Lambeth
343,"139 Vauxhall Walk, London",51.488156,-0.120666,Lambeth
344,"Belvedere Road, London",51.50201789999999,-0.1176771,Lambeth
345,"2B Crystal Palace Road, London",51.46062200000001,-0.0715807,Lambeth
346,"44B Pimlico Road, London",51.4906755,-0.1535149,Lambeth
347,"55 Wilton Road, London",51.4935156,-0.1412834,Lambeth
348,"5 Harefield Road, London",51.4637915,-0.0356064,Lewisham
349,"100 London Road, London",51.4412058,-0.0613726,Lewisham
350,"44 Tranquil Vale, London",51.4665779,0.0081051999999999,Lewisham
351,"Manor House Gardens, Old Road, London",51.4571691,0.0050104,Lewisham
352,"397 Brockley Road, London",51.4544949,-0.037292,Lewisham
353,"Unit D, Worsley Bridge Road",51.4255948,-0.0322499,Lewisham
354,"Saint Georges Parade, Perry Hill, London",51.43878720000001,-0.0333379,Lewisham
355,"69 Sydenham Road, London",51.4262618,-0.0510307999999999,Lewisham
356,"12 Forest Hill Road, London",51.454005,-0.062735,Lewisham
357,"14 - 15 Catford Broadway, London",51.44520300000001,-0.021762,Lewisham
358,"103, 105 Rushey Green, London",51.447322,-0.018122,Lewisham
359,"18 Rushey Green, London",51.4500797,-0.0173503,Lewisham
360,"Ladywell Fields, Ladywell Road, London",51.4553097,-0.0195469,Lewisham
361,"261 Lewisham High Street, London",51.4565417,-0.0137164,Lewisham
362,"41 Brockley Rise, London",51.4440647,-0.0428023,Lewisham
363,"39 The Broadway, The Crescent, London",51.4198702,-0.2048484,Merton
364,"Greaves Place, London",51.4291799,-0.173911,Merton
365,"Saint Nicholas Way, Sutton",51.36784899999999,-0.19524,Merton
